tweet_id,text,name,rating_ratio,dog_stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,date,time
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,1.2,pupper,2876,19741,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True,2017-07-15,23:25:31
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,1.3,,5736,26144,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower Cap,0.0252856,False,Siamese Cat,0.00284892,False,2017-07-15,16:17:19
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,1.2,,6101,30427,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True,2017-07-14,22:10:11
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,1.3,,5811,33575,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True,2017-07-13,15:58:47
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,1.3,,3970,20448,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True,2017-07-12,16:03:00
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,1.2,,16424,71981,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True,2017-07-12,00:01:00
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,1.3,,5063,25998,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True,2017-07-11,20:47:12
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,1.3,,4269,22706,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True,2017-07-11,00:00:02
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,1.4,,5178,25310,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,2017-07-10,15:58:53
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,1.2,doggo,2722,19066,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True,2017-07-09,21:29:42
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,1.2,,3119,20416,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True,2017-07-09,00:00:04
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,1.35,,8978,42791,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True,2017-07-08,00:28:19
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,1.3,floofer,3361,21178,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True,2017-07-07,16:22:55
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,1.3,,6037,34666,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True,2017-07-07,00:17:54
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,1.3,,3538,22317,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False,2017-07-06,15:58:11
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,1.2,pupper,4438,26399,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True,2017-07-06,00:46:41
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,1.3,,5520,26151,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,2017-07-05,15:48:34
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,1.3,,10527,41862,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True,2017-07-04,16:01:23
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,1.3,,4444,27388,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web Site,0.949591,False,Dhole,0.0173258,False,Golden Retriever,0.00694063,True,2017-07-04,01:18:17
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,1.2,,3089,22750,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake Bay Retriever,0.278966,True,Koala,0.12701700000000002,False,2017-07-03,16:04:48
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,1.3,pupper,9701,47330,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True,2017-07-03,00:11:11
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,1.4,pupper,14516,46217,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian Cat,0.114854,False,2017-07-02,15:32:16
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,1.2,,4797,21702,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False,2017-07-01,21:49:04
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,1.3,,2536,15978,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street Sign,0.251801,False,Umbrella,0.115123,False,Traffic Light,0.0695338,False,2017-06-30,23:47:07
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,1.2,,3486,19887,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True,2017-06-30,19:35:32
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,1.2,,5653,26597,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True,2017-06-29,16:39:47
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,1.2,,3794,25199,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True,2017-06-29,00:27:25
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,1.1,,3945,25804,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature Pinscher,0.120298,True,Rhodesian Ridgeback,0.106395,True,Beagle,0.106073,True,2017-06-28,16:09:20
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,1.3,,3181,20920,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True,2017-06-28,00:42:13
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,1.2,,2903,21948,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False,2017-06-27,00:10:17
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,1.3,,40451,98871,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True,2017-06-26,19:07:24
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,1.2,,2848,15714,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True,2017-06-26,16:31:08
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,1.1,,4277,21063,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False,2017-06-25,18:56:45
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,1.3,,2435,17780,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.960513,True,Miniature Pinscher,0.00943065,True,American Staffordshire Terrier,0.0087113,True,2017-06-25,16:07:47
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,1.3,puppo,3725,18120,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian Greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan Hound,0.0397246,True,2017-06-25,00:45:22
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,1.3,,1175,7235,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,2017-06-23,16:00:04
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,1.4,,6189,39373,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True,2017-06-23,01:10:23
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,1.3,,17271,74185,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True,2017-06-22,03:54:17
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,1.2,,3468,21233,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False,2017-06-21,15:58:08
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,1.3,,4751,25649,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian Greyhound,0.0904973,True,Golden Retriever,0.0794058,True,2017-06-21,00:06:44
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,1.2,,5087,25369,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,2017-06-20,16:29:50
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,1.2,pupper,3038,19377,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True,2017-06-19,16:24:33
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,1.3,,2162,17582,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True,2017-06-18,16:57:37
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,1.3,puppo,4257,26211,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain Dog,0.0949327,True,2017-06-17,16:52:05
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,1.3,,3903,23571,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,True,Chesapeake Bay Retriever,0.179975,True,Vizsla,0.0046176,True,2017-06-16,16:11:53
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,1.3,,4483,20537,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,2017-06-15,00:13:52
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,1.2,,4316,23898,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999,True,Siberian Husky,0.0919133,True,Great Pyrenees,0.0460382,True,2017-06-14,16:04:48
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,1.2,,4231,26065,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,True,Staffordshire Bullterrier,0.0470691,True,Beagle,0.0360071,True,2017-06-13,17:29:20
